dataset_pair	dataset_a	dataset_b	similarity_metric	scale_variant	metric	mean	ci_low	ci_high	ci_method	ci_status	ci_level	n_bootstrap_iterations	n_rows	n_finite_rows	n_compounds	uncertainty_scope
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.028689578192848304	0.022098675604372675	0.03814316110727244	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5647114745463272	0.5544003694428107	0.5770098483148792	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.521994289987022	0.5195898995929906	0.5243327084385861	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.6064149720868837	0.5920973153138728	0.6201928254572089	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	cosine	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5016256664029697	0.5010669101994166	0.5023920553563157	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.01905652816992092	-0.06470214049145061	0.12996464206410543	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.08627788874419587	0.009297430325777392	0.17023675916115397	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.5978407574013692	0.5209381859487557	0.6827583349396967	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.606988860029549	0.5355905912196695	0.6887514086380877	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.10021920983672647	0.047958040358293395	0.2260551679723744	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5176966756002642	0.46472691505789265	0.6011344763497449	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5879323318596279	0.538386933484857	0.6208083012440369	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.5958660658207788	0.519721978281815	0.6758649128815243	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.520710971285353	0.5152698219776801	0.5258872362943524	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.19442442487329992	0.1491253274591082	0.2389818728505718	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.2580931825665052	0.21970465831909197	0.29861447157201015	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.7941826412327802	0.7614482376720848	0.8349094370695745	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.7963522094341038	0.765010075772811	0.83656085367759	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.2528953370214085	0.1891741015310201	0.3595524198396523	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.6982653486747646	0.6513356959012596	0.7535760912945122	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.6005444224341348	0.5860159549954121	0.6159504517930051	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.7870448024755912	0.7508400642524382	0.8261650158574347	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	cosine	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5334042906025245	0.5267831508020786	0.5427318338292139	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.12974896869586577	0.08910524726714754	0.16931806762088963	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.17722108641941753	0.13459344928446138	0.21830725016514438	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.6986793744156348	0.6564295056789883	0.7396213288387805	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.6992049309917525	0.6593897858015246	0.7390362793497232	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.052462941256634046	0.02859670397048437	0.09861037394681467	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5840967238851418	0.5534453546765137	0.6231927432729135	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5702042053921076	0.5526207648131164	0.5873494717498394	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.6902055288488982	0.6471323783423484	0.7298795611644189	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	cosine	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5219565422810477	0.5146628908426844	0.5294509576253585	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.09466023517260594	0.03375284766040815	0.160172393372031	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.14871293617396275	0.07484777514376029	0.22036455303241634	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.6649039731497464	0.5859540788969393	0.7271106051454497	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.6661291978967945	0.597852864036008	0.7367707874278151	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.09703059777305906	0.0436255487282586	0.16722257380540437	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5750938009821571	0.5212487868701327	0.6456046684573012	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5663520804066128	0.5377432508919726	0.5892080841669189	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.6709086582665289	0.5933101819911176	0.7414199072425175	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	cosine	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.511293733354015	0.5010503363191496	0.5193237533064378	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.263365880193062	0.1809251669126741	0.31779173589193155	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.2912318265299111	0.22575529572745442	0.33841628806658497	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.8369874879839594	0.7553593181039459	0.8912262791994431	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.8371498583241791	0.7647205993971022	0.8952770791057736	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.218796992481203	0.13689381770648665	0.3168172209421935	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.7576388134192964	0.6902975647240984	0.8088245034225977	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.573783978131117	0.5454714576327788	0.5941300123876867	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	cosine	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.8296770926129096	0.7602834583566567	0.8869635784480451	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
