dataset_a	dataset_b	cell_type	pubchem_cid	time_key	left_obs_id	right_obs_id	left_plate	right_plate	left_well	right_well	left_dose_key	right_dose_key	left_log10_dose	right_log10_dose	abs_delta_log10_dose	matched_condition_key	n_context_matching_drugs	error
l1000_phase1	sciplex	CVCL_0023	11442891	24	CPC013_A549_24H_X1_F1B6_DUO52HI53LO_E19_danusertib_CVCL_0023	plate34_plate4_A9_Danusertib_CVCL_0023	CPC013_A549_24H_X1_F1B6_DUO52HI53LO	plate34	E19	plate4_A9	10	10	1.0	1.0	0.0	11442891|CVCL_0023|24|10|10	75	"""Could not resolve obs_id='plate34_plate4_A9_Danusertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate34_plate4_A9_Danusertib_CVCL_0023', '11442891|10|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0023	11442891	24	CPC013_A549_24H_X1_F1B6_DUO52HI53LO_E19_danusertib_CVCL_0023	plate9_plate3_A3_Danusertib_CVCL_0023	CPC013_A549_24H_X1_F1B6_DUO52HI53LO	plate9	E19	plate3_A3	10	10	1.0	1.0	0.0	11442891|CVCL_0023|24|10|10	75	"""Could not resolve obs_id='plate9_plate3_A3_Danusertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate9_plate3_A3_Danusertib_CVCL_0023', '11442891|10|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0023	11442891	24	CPC013_A549_24H_X2_F1B6_DUO52HI53LO_E19_danusertib_CVCL_0023	plate34_plate4_A9_Danusertib_CVCL_0023	CPC013_A549_24H_X2_F1B6_DUO52HI53LO	plate34	E19	plate4_A9	10	10	1.0	1.0	0.0	11442891|CVCL_0023|24|10|10	75	"""Could not resolve obs_id='plate34_plate4_A9_Danusertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate34_plate4_A9_Danusertib_CVCL_0023', '11442891|10|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0023	11442891	24	CPC013_A549_24H_X2_F1B6_DUO52HI53LO_E19_danusertib_CVCL_0023	plate9_plate3_A3_Danusertib_CVCL_0023	CPC013_A549_24H_X2_F1B6_DUO52HI53LO	plate9	E19	plate3_A3	10	10	1.0	1.0	0.0	11442891|CVCL_0023|24|10|10	75	"""Could not resolve obs_id='plate9_plate3_A3_Danusertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate9_plate3_A3_Danusertib_CVCL_0023', '11442891|10|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0023	11442891	24	CPC013_A549_24H_X3_F1B6_DUO52HI53LO_E19_danusertib_CVCL_0023	plate34_plate4_A9_Danusertib_CVCL_0023	CPC013_A549_24H_X3_F1B6_DUO52HI53LO	plate34	E19	plate4_A9	10	10	1.0	1.0	0.0	11442891|CVCL_0023|24|10|10	75	"""Could not resolve obs_id='plate34_plate4_A9_Danusertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate34_plate4_A9_Danusertib_CVCL_0023', '11442891|10|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0023	11442891	24	CPC013_A549_24H_X3_F1B6_DUO52HI53LO_E19_danusertib_CVCL_0023	plate9_plate3_A3_Danusertib_CVCL_0023	CPC013_A549_24H_X3_F1B6_DUO52HI53LO	plate9	E19	plate3_A3	10	10	1.0	1.0	0.0	11442891|CVCL_0023|24|10|10	75	"""Could not resolve obs_id='plate9_plate3_A3_Danusertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate9_plate3_A3_Danusertib_CVCL_0023', '11442891|10|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0031	2399	24	CPC005_MCF7_24H_X1_B4_DUO52HI53LO_B19_bisindolylmaleimide_CVCL_0031	plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031	CPC005_MCF7_24H_X1_B4_DUO52HI53LO	plate42	B19	plate4_D10	10	10	1.0	1.0	0.0	2399|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031', '2399|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	2399	24	CPC005_MCF7_24H_X2_B4_DUO52HI53LO_B19_bisindolylmaleimide_CVCL_0031	plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031	CPC005_MCF7_24H_X2_B4_DUO52HI53LO	plate42	B19	plate4_D10	10	10	1.0	1.0	0.0	2399|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031', '2399|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	2399	24	CPC005_MCF7_24H_X3_B4_DUO52HI53LO_B19_bisindolylmaleimide_CVCL_0031	plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031	CPC005_MCF7_24H_X3_B4_DUO52HI53LO	plate42	B19	plate4_D10	10	10	1.0	1.0	0.0	2399|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031', '2399|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	2399	24	CPC005_MCF7_24H_X4_B5_DUO52HI53LO_B19_bisindolylmaleimide_CVCL_0031	plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031	CPC005_MCF7_24H_X4_B5_DUO52HI53LO	plate42	B19	plate4_D10	10	10	1.0	1.0	0.0	2399|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031', '2399|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	2399	24	CPC005_MCF7_24H_X5_F2B4_DUO52HI53LO_B19_bisindolylmaleimide_CVCL_0031	plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031	CPC005_MCF7_24H_X5_F2B4_DUO52HI53LO	plate42	B19	plate4_D10	10	10	1.0	1.0	0.0	2399|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate42_plate4_D10_Bisindolylmaleimide_CVCL_0031', '2399|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC012_MCF7_24H_X1_B5_DUO52HI53LO_L04_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC012_MCF7_24H_X1_B5_DUO52HI53LO	plate48	L04	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC012_MCF7_24H_X2_B5_DUO52HI53LO_L04_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC012_MCF7_24H_X2_B5_DUO52HI53LO	plate48	L04	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC012_MCF7_24H_X3_B5_DUO52HI53LO_L04_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC012_MCF7_24H_X3_B5_DUO52HI53LO	plate48	L04	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC012_MCF7_24H_X4_B5_DUO52HI53LO_L04_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC012_MCF7_24H_X4_B5_DUO52HI53LO	plate48	L04	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC013_MCF7_24H_X2_B5_DUO52HI53LO_K20_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC013_MCF7_24H_X2_B5_DUO52HI53LO	plate48	K20	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC013_MCF7_24H_X3_B5_DUO52HI53LO_K20_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC013_MCF7_24H_X3_B5_DUO52HI53LO	plate48	K20	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC013_MCF7_24H_X4_F1B5_DUO52HI53LO_K20_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC013_MCF7_24H_X4_F1B5_DUO52HI53LO	plate48	K20	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC013_MCF7_24H_X5_F1B5_DUO52HI53LO_K20_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC013_MCF7_24H_X5_F1B5_DUO52HI53LO	plate48	K20	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC013_MCF7_24H_X1_B5_DUO52HI53LO_B12_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC013_MCF7_24H_X1_B5_DUO52HI53LO	plate48	B12	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC013_MCF7_24H_X2_B5_DUO52HI53LO_B12_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC013_MCF7_24H_X2_B5_DUO52HI53LO	plate48	B12	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC013_MCF7_24H_X3_B5_DUO52HI53LO_B12_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC013_MCF7_24H_X3_B5_DUO52HI53LO	plate48	B12	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC013_MCF7_24H_X4_F1B5_DUO52HI53LO_B12_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC013_MCF7_24H_X4_F1B5_DUO52HI53LO	plate48	B12	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	CPC013_MCF7_24H_X5_F1B5_DUO52HI53LO_B12_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	CPC013_MCF7_24H_X5_F1B5_DUO52HI53LO	plate48	B12	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	HOG003_MCF7_24H_X1_B10_E14_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	HOG003_MCF7_24H_X1_B10	plate48	E14	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	HOG003_MCF7_24H_X2_B10_E14_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	HOG003_MCF7_24H_X2_B10	plate48	E14	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	HOG003_MCF7_24H_X3_B10_E14_alvocidib_CVCL_0031	plate48_plate10_G10_Flavopiridol_CVCL_0031	HOG003_MCF7_24H_X3_B10	plate48	E14	plate10_G10	10	10	1.0	1.0	0.0	5287969|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate48_plate10_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate48_plate10_G10_Flavopiridol_CVCL_0031', '5287969|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5288674	24	CPC014_MCF7_24H_X1_B5_DUO52HI53LO_O08_alvespimycin_CVCL_0031	plate21_plate7_F3_alvespimycin_CVCL_0031	CPC014_MCF7_24H_X1_B5_DUO52HI53LO	plate21	O08	plate7_F3	10	10	1.0	1.0	0.0	5288674|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate21_plate7_F3_alvespimycin_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate21_plate7_F3_alvespimycin_CVCL_0031', '5288674|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5288674	24	CPC014_MCF7_24H_X3_B5_DUO52HI53LO_O08_alvespimycin_CVCL_0031	plate21_plate7_F3_alvespimycin_CVCL_0031	CPC014_MCF7_24H_X3_B5_DUO52HI53LO	plate21	O08	plate7_F3	10	10	1.0	1.0	0.0	5288674|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate21_plate7_F3_alvespimycin_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate21_plate7_F3_alvespimycin_CVCL_0031', '5288674|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5288674	24	CPC014_MCF7_24H_X5_F2B4_DUO52HI53LO_O08_alvespimycin_CVCL_0031	plate21_plate7_F3_alvespimycin_CVCL_0031	CPC014_MCF7_24H_X5_F2B4_DUO52HI53LO	plate21	O08	plate7_F3	10	10	1.0	1.0	0.0	5288674|CVCL_0031|24|10|10	90	"""Could not resolve obs_id='plate21_plate7_F3_alvespimycin_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate21_plate7_F3_alvespimycin_CVCL_0031', '5288674|10|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0023	24771867	24	PCLB003_A549_24H_X1_B13_M17_alisertib_CVCL_0023	plate10_plate4_E3_alisertib_CVCL_0023	PCLB003_A549_24H_X1_B13	plate10	M17	plate4_E3	0.119999997318	0.1	-0.920818763658857	-0.9999999999999999	0.07918123634114294	24771867|CVCL_0023|24|0.119999997318|0.1	75	"""Could not resolve obs_id='plate10_plate4_E3_alisertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate10_plate4_E3_alisertib_CVCL_0023', '24771867|0.1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0023	24771867	24	PCLB003_A549_24H_X1_B13_M17_alisertib_CVCL_0023	plate33_plate3_E9_alisertib_CVCL_0023	PCLB003_A549_24H_X1_B13	plate33	M17	plate3_E9	0.119999997318	0.1	-0.920818763658857	-0.9999999999999999	0.07918123634114294	24771867|CVCL_0023|24|0.119999997318|0.1	75	"""Could not resolve obs_id='plate33_plate3_E9_alisertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate33_plate3_E9_alisertib_CVCL_0023', '24771867|0.1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0023	24771867	24	PCLB003_A549_24H_X2_B13_M17_alisertib_CVCL_0023	plate10_plate4_E3_alisertib_CVCL_0023	PCLB003_A549_24H_X2_B13	plate10	M17	plate4_E3	0.119999997318	0.1	-0.920818763658857	-0.9999999999999999	0.07918123634114294	24771867|CVCL_0023|24|0.119999997318|0.1	75	"""Could not resolve obs_id='plate10_plate4_E3_alisertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate10_plate4_E3_alisertib_CVCL_0023', '24771867|0.1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0023	24771867	24	PCLB003_A549_24H_X2_B13_M17_alisertib_CVCL_0023	plate33_plate3_E9_alisertib_CVCL_0023	PCLB003_A549_24H_X2_B13	plate33	M17	plate3_E9	0.119999997318	0.1	-0.920818763658857	-0.9999999999999999	0.07918123634114294	24771867|CVCL_0023|24|0.119999997318|0.1	75	"""Could not resolve obs_id='plate33_plate3_E9_alisertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate33_plate3_E9_alisertib_CVCL_0023', '24771867|0.1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0023	24771867	24	PCLB003_A549_24H_X3_B13_M17_alisertib_CVCL_0023	plate10_plate4_E3_alisertib_CVCL_0023	PCLB003_A549_24H_X3_B13	plate10	M17	plate4_E3	0.119999997318	0.1	-0.920818763658857	-0.9999999999999999	0.07918123634114294	24771867|CVCL_0023|24|0.119999997318|0.1	75	"""Could not resolve obs_id='plate10_plate4_E3_alisertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate10_plate4_E3_alisertib_CVCL_0023', '24771867|0.1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0023	24771867	24	PCLB003_A549_24H_X3_B13_M17_alisertib_CVCL_0023	plate33_plate3_E9_alisertib_CVCL_0023	PCLB003_A549_24H_X3_B13	plate33	M17	plate3_E9	0.119999997318	0.1	-0.920818763658857	-0.9999999999999999	0.07918123634114294	24771867|CVCL_0023|24|0.119999997318|0.1	75	"""Could not resolve obs_id='plate33_plate3_E9_alisertib_CVCL_0023' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0023_de.h5ad. Tried ['plate33_plate3_E9_alisertib_CVCL_0023', '24771867|0.1|24|CVCL_0023']. Available lookup keys: 2,742"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	HOG003_MCF7_24H_X1_B10_E16_alvocidib_CVCL_0031	plate23_plate9_G10_Flavopiridol_CVCL_0031	HOG003_MCF7_24H_X1_B10	plate23	E16	plate9_G10	1.11000001431	1	0.045322984385534976	9.64327466553287e-17	0.04532298438553488	5287969|CVCL_0031|24|1.11000001431|1	90	"""Could not resolve obs_id='plate23_plate9_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate23_plate9_G10_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	HOG003_MCF7_24H_X1_B10_E16_alvocidib_CVCL_0031	plate47_plate9_G4_Flavopiridol_CVCL_0031	HOG003_MCF7_24H_X1_B10	plate47	E16	plate9_G4	1.11000001431	1	0.045322984385534976	9.64327466553287e-17	0.04532298438553488	5287969|CVCL_0031|24|1.11000001431|1	90	"""Could not resolve obs_id='plate47_plate9_G4_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate47_plate9_G4_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	HOG003_MCF7_24H_X2_B10_E16_alvocidib_CVCL_0031	plate23_plate9_G10_Flavopiridol_CVCL_0031	HOG003_MCF7_24H_X2_B10	plate23	E16	plate9_G10	1.11000001431	1	0.045322984385534976	9.64327466553287e-17	0.04532298438553488	5287969|CVCL_0031|24|1.11000001431|1	90	"""Could not resolve obs_id='plate23_plate9_G10_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate23_plate9_G10_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
l1000_phase1	sciplex	CVCL_0031	5287969	24	HOG003_MCF7_24H_X2_B10_E16_alvocidib_CVCL_0031	plate47_plate9_G4_Flavopiridol_CVCL_0031	HOG003_MCF7_24H_X2_B10	plate47	E16	plate9_G4	1.11000001431	1	0.045322984385534976	9.64327466553287e-17	0.04532298438553488	5287969|CVCL_0031|24|1.11000001431|1	90	"""Could not resolve obs_id='plate47_plate9_G4_Flavopiridol_CVCL_0031' in /home/cirro/Chem-PerturBridge_analysis/data/theislab_temp/sciplex/group_rep/CVCL_0031_de.h5ad. Tried ['plate47_plate9_G4_Flavopiridol_CVCL_0031', '5287969|1|24|CVCL_0031']. Available lookup keys: 2,220"""
